Weight
0.892824437255353
0.5540983025208029
1.0
0.1152358317916617
0.1845736851584808
0.0136390682426764
0.3365715274001477
0.0654134768613589
0.1585850609003477
0.0942324541375039
-0.0148470139282111
-0.0233968448711683
0.2713670526702055
-0.0106170446915077
-0.063464346434784
-0.0394394013572925
-0.0490119374877648
-0.0560298997938556
-0.1681478396729668
-0.0684890553861319
0.2125936423483344
0.125250948187485
-0.1681557468107805
-0.0989127265818956
-0.1613390548965865
-0.0622648499809571
-0.0022707604094175
-0.0339829696047749
-0.1622216709179166
-0.2021753914175291
0.0262750436839433
-0.0923067103947252
-0.1931863378106265
-0.1951200801027358
0.0204513364720673
-0.0704827809817049
-0.1823105480002286
-0.1903801546283547
-0.1384646076365668
-0.2166487956843339
-0.0905623231765484
-0.0931382641540213
-0.1251296496435029
-0.1786895105656906
-0.1226439890281652
-0.2280881840635271
-0.1614764662940018
-0.2397414302942526
-0.167975480927843
