image,Entropy
aardvark_01b.jpg,2.1294745266889827
abacus_01b.jpg,3.456033022292008
accordion_01b.jpg,3.357678444089934
acorn_01b.jpg,3.503026912318395
air_conditioner_01b.jpg,3.103252669172551
air_mattress_01b.jpg,3.286842803796354
air_pump_01s.jpg,3.431315269680528
airbag_01b.jpg,3.310059338953713
airboat_01s.jpg,3.024222665600828
aircraft_carrier_01b.jpg,3.11579224416392
airplane_01b.jpg,2.8663418759925454
album_01s.jpg,3.377022213668096
alligator_01b.jpg,2.254683871754958
almond_01b.jpg,3.1584442231823546
aloe_01b.jpg,3.2731199241350537
alpaca_01b.jpg,2.4430357400756857
altar_01b.jpg,3.417546472456465
aluminum_foil_01b.jpg,3.527557088012086
amber_01b.jpg,3.5422232934153635
ambulance_01b.jpg,3.0014337869339185
amplifier_01s.jpg,3.075769336961838
anchor_01b.jpg,3.1633817475168975
ankle_01b.jpg,3.2424210293461218
anklet_01b.jpg,3.629780999978932
ant_01b.jpg,3.1263876910682336
anteater_01b.jpg,2.356069004778652
antelope_01b.jpg,2.291456927631735
antenna_01b.jpg,3.2946569356805173
anvil_01b.jpg,3.2551023705899693
appetizer_01b.jpg,2.924471777064842
apple_01b.jpg,3.405359352210366
apple_tree_01b.jpg,3.2327899654756744
applesauce_01b.jpg,2.901198145371207
apron_01b.jpg,3.078847738935663
aquarium_01b.jpg,3.4929888284717343
arch_01b.jpg,3.2964607618190795
arm_01b.jpg,3.3112533574670397
armor_01b.jpg,3.3131658889486966
arrow_01b.jpg,3.6265267771597736
artichoke_01b.jpg,3.0616919860883134
arugula_01b.jpg,3.0962958168967822
ashtray_01s.jpg,3.5133453951578852
asparagus_01b.jpg,3.1565585855842277
avocado_01b.jpg,3.2723971321174306
awning_01b.jpg,3.620670261357371
axe_01b.jpg,3.147789170999662
baby_01b.jpg,3.475120146711347
backdrop_01b.jpg,3.4398664735300604
backgammon_01b.jpg,3.4451996785972714
backpack_01b.jpg,3.241821841165001
backscratcher_01b.jpg,3.3774470554623526
bacon_01b.jpg,2.7245303617533265
badge_01b.jpg,3.4838120404654496
badger_01b.jpg,2.8030269729933175
bag_01b.jpg,3.2453823192073514
bagel_01s.jpg,3.2747480241257443
bagpipe_01b.jpg,3.602949731225341
baklava_01s.jpg,2.6268853818655518
balance_beam_01b.jpg,3.5080839649559774
ball_01b.jpg,3.498715305754131
balloon_01b.jpg,3.484723597891258
ballot_box_01b.jpg,3.3959575418468058
bamboo_01b.jpg,3.429213085250449
banana_01b.jpg,3.4626459086160635
banana_peel_01b.jpg,3.308126324219452
banana_split_01b.jpg,3.0455400840940947
bandage_01b.jpg,3.563165154495169
bandanna_01b.jpg,3.1907842664556223
